place_id,place_name,type_1,type_2,type_3,price_level,average_rating,user_ratings_total,formatted_address,latitude,longitude,geohash,upper_geohash,distance,duration
ChIJmSeJyFTZ4EcR0cUpuArANLQ,Atelier des Boiseux,shopping,store,['home_goods_store'],,4.3,229.0,"ZAC Cap, 11 Rue aux Juifs Lot 12, 76160 Darnétal, France",49.4361707,1.1472974,u0bc4p,u0bc4,4.1 km,52 mins
ChIJpftIXE3f4EcRzeNi2Kx_Zn4,JNG Jardin,nature,park,,,5.0,1.0,"11 Pass. Pierre Petit, 76140 Le Petit-Quevilly, France",49.4287563,1.0678145,u0bc0q,u0bc0,2.8 km,36 mins
ChIJW8xIeXje4EcRSSB0u0mpdrc,HEMA,shopping,store,"['department_store', 'home_goods_store', 'clothing_store']",,4.1,682.0,"10-12 Rue des Carmes, 76000 Rouen, France",49.4411912,1.0943145,u0bc2b,u0bc2,0.2 km,3 mins
ChIJ91QVImne4EcRi1u7QkV-oB0,Alarme de Normandie Plus,shopping,store,"['electronics_store', 'home_goods_store']",,4.1,8.0,"57 Rue de Lessard, 76100 Rouen, France",49.4297957,1.0927905,u0bc0y,u0bc0,1.5 km,20 mins
ChIJb6lYL9jd4EcRG29h8s7bVG4,Bijoutier Inédit Joaillier Créateur,shopping,store,['jewelry_store'],,4.4,9.0,"70 Rue Jeanne d'Arc, 76000 Rouen, France",49.4433787,1.0914918,u0bc2b,u0bc2,0.6 km,8 mins
ChIJrbq6gSTc4EcRwECX5SV3NTQ,L'Edelweiss,shopping,store,['florist'],,4.9,29.0,"24 Av. Olivier de Serres, 76000 Rouen, France",49.4488861,1.1201184,u0bc33,u0bc3,2.6 km,39 mins
ChIJ1fz_PUIv4EcRWa0uN5Pxf9Q,Le Tanneur,shopping,store,,,4.2,58.0,"76 Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4456509,1.0651321,u0bc21,u0bc2,2.5 km,32 mins
ChIJa2JMkETc4EcROElOPsj49HQ,Le Troquet,night_life,bar,['restaurant'],,4.3,214.0,"49 Av. de l'Europe, 76230 Bois-Guillaume, France",49.4761111,1.1072222,u0bc3n,u0bc3,4.9 km,1 hour 8 mins
ChIJu7KqFqvd4EcR0PZTNeFe9ZY,Buffalo Grill,food,restaurant,,2.0,4.2,2398.0,"Parc d'activités de la Bretèque, 76230 Bois-Guillaume, France",49.479027,1.102613,u0bc3p,u0bc3,5.1 km,1 hour 12 mins
ChIJd1IIoNjd4EcRvT8NgDcA7TE,MICROPHIL,shopping,store,['electronics_store'],,4.1,100.0,"48 Rue Saint-Eloi, 76000 Rouen, France",49.4414334,1.0877561,u0bc2b,u0bc2,0.6 km,8 mins
ChIJ-7C9LAfe4EcRor1etzXv228,KDI Partner Nord Normandie,shopping,store,,,4.1,8.0,"15 Quai de France, 76171 Rouen, France",49.4389621,1.0626493,u0bc20,u0bc2,2.7 km,34 mins
ChIJ4Z40aDHn4EcRFk-iG8lRrlA,Association Culturelle Turque de Canteleu,cultural,mosque,['place_of_worship'],,4.8,24.0,"75 Rue du Chêne À Leu, 76380 Canteleu, France",49.4479693,1.0295298,u0b9r3,u0b9r,5.8 km,1 hour 20 mins
ChIJRSzy5fzd4EcRrc9aGbP-4n0,Le Temps des Cerises,shopping,store,['clothing_store'],,4.6,161.0,"Centre Commercial Dock 76, 1 Bd Ferdinand de Lesseps, 76000 Rouen, France",49.446111,1.065,u0bc21,u0bc2,2.6 km,33 mins
ChIJ40nnspLd4EcRFcdJ4xpHKSs,Poissonnerie au Grand Dauphin,food,restaurant,,,4.5,138.0,"26 Pl. Colbert, 76130 Mont-Saint-Aignan, France",49.4627571,1.0708865,u0bc2k,u0bc2,3.6 km,51 mins
ChIJDd5u9_zd4EcRIWcnNG8Yx8Y,"NACHOS - Fajita, burrito, tacos, bowl",food,restaurant,"['meal_delivery', 'meal_takeaway']",1.0,4.4,837.0,"Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4453891,1.0651488,u0bc21,u0bc2,2.5 km,31 mins
ChIJ-TGrBOXd4EcR9ErzHm40neI,Basic Fit,sport,gym,['health'],,2.9,29.0,"70 Quai Gaston Boulet, 76000 Rouen, France",49.4430495,1.0783205,u0bc28,u0bc2,1.5 km,18 mins
ChIJdfea1dDd4EcRFaox1WkI3SA,gite Bouvreuil (AYA),accommodation,lodging,,,2.5,2.0,"75 Rue Bouvreuil, 76000 Rouen, France",49.4467092,1.0947637,u0bc2c,u0bc2,1.0 km,13 mins
ChIJw8cnAHje4EcRI-FdcUSWwFU,Cabane,shopping,store,['home_goods_store'],,4.7,25.0,"3 Rue Thouret, 76000 Rouen, France",49.4415065,1.0918842,u0bc2b,u0bc2,0.3 km,4 mins
ChIJX7sG1Fbf4EcRzsqDWOmO6pw,Boulangerie L'arbre à pains,shopping,store,['bakery'],,4.6,22.0,"48 Av. Jean Jaurès, 76140 Le Petit-Quevilly, France",49.4280843,1.0676288,u0bc0q,u0bc0,2.7 km,36 mins
ChIJqQVXENbd4EcRjxA6-2zA8sg,Chambres d'Hôtes Les Carmes,accommodation,lodging,,,4.3,10.0,"30 Pl. des Carmes, 76000 Rouen, France",49.4421511,1.0965815,u0bc2b,u0bc2,0.5 km,6 mins
ChIJP3kZPlPZ4EcR9ugBp-5-Ty8,EXTRA Seted,shopping,store,['home_goods_store'],,3.7,71.0,"3 Rue Sainte-Marguerite, 76160 Saint-Léger-du-Bourg-Denis, France",49.4340177,1.1493722,u0bc4p,u0bc4,4.2 km,54 mins
ChIJ2_ERkXfe4EcR1t4h44MdVao,Au Grand Nulle Part,shopping,store,['book_store'],,4.8,44.0,"102 Rue du Général Leclerc, 76000 Rouen, France",49.4399389,1.0906667,u0bc2b,u0bc2,0.3 km,4 mins
ChIJwxM2Ktbd4EcRK0rv_ESGq7A,Finsbury chaussures,shopping,store,['shoe_store'],,4.4,15.0,"81 Rue Saint-Nicolas, 76000 Rouen, France",49.4415606,1.0948703,u0bc2b,u0bc2,0.3 km,4 mins
ChIJ2_-G6H7e4EcR1Kqm95RVbAs,Guidoline,night_life,bar,"['cafe', 'bicycle_store', 'store']",,4.8,80.0,"38 Rue Molière, 76000 Rouen, France",49.4382016,1.0988579,u0bc1p,u0bc1,0.4 km,5 mins
ChIJbSzF4cPd4EcRvZeVULEJXy0,The Brew Society,night_life,bar,['restaurant'],,5.0,1.0,"1 Av. Bernard Bicheray, 76000 Rouen, France",49.4493412,1.0495714,u0b9rc,u0b9r,3.8 km,49 mins
ChIJKU82LbXd4EcRk0kXsWfKnF4,Eglise Saint-Paul,cultural,church,['place_of_worship'],,4.8,4.0,"Pt Rue de l'Église, 76230 Bois-Guillaume, France",49.4672809,1.1091739,u0bc3j,u0bc3,3.6 km,52 mins
ChIJm9DZunDc4EcRvtctV8PRHLo,Studio Archimède-Films,entertainment,movie_theater,,,5.0,1.0,"espace Corneille, 4 Rue Pierre Corneille, 76420 Bihorel, France",49.4645537,1.1321343,u0bc3u,u0bc3,4.4 km,1 hour 1 min
ChIJ137Hx3Tc4EcRmwzOHTX6EDk,Asptt Rouen Athlétisme,sport,stadium,,,4.4,20.0,"22 All. Pierre de Coubertin, 76000 Rouen, France",49.4589388,1.1460126,u0bc65,u0bc6,5.8 km,1 hour 19 mins
ChIJt9JuY9jd4EcR_jXsjUwJtxM,Jonak Rouen,shopping,store,['shoe_store'],,3.7,80.0,"165 Rue du Gros Horloge, 76000 Rouen, France",49.442238,1.089379,u0bc2b,u0bc2,0.5 km,6 mins
ChIJVUV4qbvg4EcRniBK_nuy8Sw,L'Orange bleue - Salle de sport,sport,gym,['health'],,4.7,90.0,"6 Rue de l'Ancienne Mare, 76140 Le Petit-Quevilly, France",49.4291245,1.0439287,u0b9py,u0b9p,4.5 km,58 mins
ChIJee_fdL3d4EcRiiKMswgzhjc,L'Alchimie,night_life,bar,,,4.6,80.0,"1 bis Rue de l'Hôpital, 76000 Rouen, France",49.442467,1.0978257,u0bc2b,u0bc2,0.6 km,7 mins
ChIJzXUeCeDd4EcRhE4K5CO88A0,JV CLUB,night_life,bar,,,4.2,85.0,"26 B Quai Gaston Boulet, 76000 Rouen, France",49.442046,1.08046,u0bc28,u0bc2,1.3 km,16 mins
ChIJqxb7ENnd4EcRLXx-5ugO4JY,Le philing,night_life,night_club,['bar'],,3.8,6.0,"79 Rue des Bons Enfants, 76000 Rouen, France",49.4447684,1.0882049,u0bc2c,u0bc2,0.9 km,11 mins
ChIJRSzy5fzd4EcRsd8R1yo8PeQ,My Cafe,food,cafe,['store'],,4.0,124.0,"Centre commercial DOCKS 76, 1 Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4465259,1.0653637,u0bc21,u0bc2,2.6 km,33 mins
ChIJS-Mziavf4EcRHefikha089M,M. Patachon,food,restaurant,,,5.0,21.0,"7 Rue Hélène Boucher, 76100 Rouen, France",49.4244994,1.0678283,u0bc0m,u0bc0,2.9 km,37 mins
ChIJMYcXUCrf4EcRtujGmMhL_xE,Radar,cultural,tourist_attraction,,,5.0,2.0,"73 Rue d'Elbeuf, 76100 Rouen, France",49.425622,1.0825821,u0bc0t,u0bc0,1.9 km,25 mins
ChIJv7U4Hlnn4EcR2Ij5RMmN07I,Sarl ferminox,shopping,store,"['furniture_store', 'home_goods_store']",,2.2,12.0,"Av. du Général Leclerc, 76250 Déville-lès-Rouen, France",49.4555795,1.0561658,u0bc25,u0bc2,3.7 km,48 mins
ChIJh2Ayzdnd4EcRxNHoPRikGIo,Restaurant Hokkaido,food,restaurant,,2.0,4.6,349.0,"5 Rue des Bons Enfants, 76000 Rouen, France",49.4440498,1.0910954,u0bc2c,u0bc2,0.7 km,9 mins
ChIJmWxdLqHg4EcRVhg4QPvkGJ8,Gare Petit quevilly,cultural,museum,,,4.0,1.0,"3 Rue Rouget de l'Isle, 76140 Le Petit-Quevilly, France",49.4260573,1.0548083,u0bc0j,u0bc0,3.9 km,51 mins
ChIJm1Bq9Wze4EcRdnoVCIHrkFo,Restaurant L'Epicurien,night_life,bar,"['restaurant', 'liquor_store', 'store']",1.0,4.1,129.0,"100 Bd de l'Europe, 76100 Rouen, France",49.4277386,1.0825314,u0bc0w,u0bc0,1.8 km,23 mins
ChIJUXaDgRXd4EcRaf5qQl0hQyM,YŪGŌ,night_life,bar,['restaurant'],,4.8,276.0,"3 Pl. du Maréchal Foch, 76000 Rouen, France",49.4422515,1.0912805,u0bc2b,u0bc2,0.5 km,6 mins
ChIJVUYQR5vf4EcRRnYxdpGnSc4,E.Leclerc Manège À Bijoux,shopping,store,['jewelry_store'],,3.8,160.0,"Centre Commercial Saint Sever, Av. de Bretagne, 76100 Rouen, France",49.4304248,1.0829266,u0bc0w,u0bc0,1.6 km,21 mins
ChIJISMWYyrc4EcRatsakbsuDco,"SBCI ""Muay Thaï pour tous"" - ESPRIT SPORT",sport,gym,['health'],,4.7,3.0,"49 Rue Edouard Adam, 76000 Rouen, France",49.4420437,1.1060345,u0bc30,u0bc3,1.1 km,13 mins
ChIJg3kUpn_e4EcRzKKr7L2Tncw,FOUQUET Guillaume Antiquités,cultural,art_gallery,,,5.0,1.0,"228 Rue Martainville, 76000 Rouen, France",49.439968,1.09867,u0bc30,u0bc3,0.3 km,4 mins
ChIJUSUQ7Rfc4EcR1-nX4RwYgcA,Église Saint-Jean-Eudes de Rouen,cultural,church,['place_of_worship'],,4.2,27.0,"Rue du Dr Payenneville, 76000 Rouen, France",49.452134,1.1270681,u0bc3d,u0bc3,3.2 km,48 mins
ChIJm0WrK2ze4EcRT57fYH_uveA,Jardin Saint-Sever,nature,park,,,3.8,61.0,"33 Rue d'Elbeuf, 76100 Rouen, France",49.4286357,1.0855741,u0bc0w,u0bc0,1.6 km,20 mins
ChIJAVRzs1ne4EcRUKQTnPupgak,Gmaxmicro Sarl,shopping,store,['electronics_store'],,4.8,62.0,"457 Rue de Paris, 76300 Sotteville-lès-Rouen, France",49.4126624,1.0989861,u0bc15,u0bc1,3.6 km,46 mins
ChIJO5rrGkXf4EcRmIlolAY4WzY,"Reparation informatique Rouen : Réparation et Dépannage Informatique, Changement Ecran Dalle Pc, Connecteur de charge, Disque dur à Quevilly, Sotteville-lès-Rouen, Mont-Saint-Aignan, Bois-Guillaume",shopping,store,['electronics_store'],,2.0,1.0,"58 Rue de la Champmesle, 76000 Rouen, France",49.4406931,1.0928465,u0bc2b,u0bc2,0.2 km,2 mins
ChIJoYBYZ3_e4EcRPw6pSvWGocE,Bijouterie - Rive Or joaillerie,shopping,store,['jewelry_store'],,4.5,16.0,"4 Pl. du Lieutenant Aubert, 76000 Rouen, France",49.4412134,1.0989444,u0bc30,u0bc3,0.4 km,5 mins
ChIJ9Xo-eeDd4EcRsXndq5nXC0k,La Regalette,food,restaurant,,,4.8,21.0,"35 Rue de le Nostre, 76000 Rouen, France",49.4437198,1.0805082,u0bc28,u0bc2,1.2 km,15 mins
ChIJBc-gUNjd4EcR2_zpFcbrMDo,SELECT RECORDS ROUEN,shopping,store,"['electronics_store', 'home_goods_store']",,4.3,159.0,"97 Rue de la Vicomte, 76000 Rouen, France",49.4419232,1.0891089,u0bc2b,u0bc2,0.6 km,7 mins
ChIJV5Pxsl7d4EcRsz4xmGRH80A,Fontaine de la Croix-de-Pierre,cultural,tourist_attraction,,,4.2,19.0,"Pl. de la Croix de Pierre, 76000 Rouen, France",49.442407,1.1063053,u0bc30,u0bc3,1.1 km,14 mins
ChIJ8ctusHHe4EcRZGDIB01OsrY,Au Bon Accueil,night_life,bar,['restaurant'],2.0,3.7,18.0,"61Bis Rue Saint-Sever, 76100 Rouen, France",49.433126,1.0881448,u0bc0z,u0bc0,1.0 km,13 mins
ChIJBydTKPLf4EcRqUC59NN0UeI,Dr. Martens,shopping,store,['shoe_store'],,4.5,35.0,"21-23 Rue du Gros Horloge, 76000 Rouen, France",49.4408631,1.0931198,u0bc2b,u0bc2,0.2 km,3 mins
ChIJu82h_m3d4EcR33KbLYirqe4,Wooper's Rouen,food,restaurant,,,4.2,135.0,"Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4454323,1.0641225,u0bc21,u0bc2,2.6 km,33 mins
ChIJ8VJJ6dDd4EcRFa_PlFxQRl4,Ma Boulange,shopping,store,['bakery'],,4.0,1.0,"119 Rue Jeanne d'Arc, 76000 Rouen, France",49.448093,1.0938903,u0bc2c,u0bc2,1.2 km,16 mins
ChIJEZ4UCVjn4EcRQNwU8PivNa4,Culte Antoiniste,cultural,church,['place_of_worship'],,4.0,1.0,"145 Bd Jean Jaurès, 76000 Rouen, France",49.4528067,1.0585359,u0bc24,u0bc2,3.3 km,43 mins
ChIJnwEAHm7e4EcROPQyKzlO_ek,Restaurant Urban Grill,food,restaurant,,,4.8,305.0,"133 Rue Saint-Sever, 76100 Rouen, France",49.4313097,1.0868887,u0bc0w,u0bc0,1.2 km,16 mins
ChIJUcxw-_zd4EcRPvju7ZJIj2U,So Rouen,night_life,night_club,"['bar', 'restaurant']",,3.9,1156.0,"Hangar, 9 Quai Ferdinand de Lesseps, 76000 Rouen, France",49.4443936,1.069104,u0bc23,u0bc2,2.2 km,27 mins
ChIJ0S2S2NKBVg0RpcepHHOt7mo,B&B HOTEL,accommodation,lodging,,,3.3,702.0,"8 Pl. de l'Eglise Saint-Sever, 76100 Rouen, France",49.4304135,1.0848314,u0bc0w,u0bc0,1.4 km,18 mins
ChIJe9Sgryjc4EcRU0PPEEiG1Gc,L'Almendra,entertainment,movie_theater,,,4.2,162.0,"1 Rue Paul Baudoin, 76000 Rouen, France",49.4457763,1.1137554,u0bc33,u0bc3,2.0 km,28 mins
ChIJUUOGktjd4EcR3CnoE-rpXCM,D'eux-mêmes,food,restaurant,,2.0,4.2,653.0,"place du 76000, 9 Pl. du Vieux Marché, 76000 Rouen, France",49.4426199,1.0882912,u0bc2b,u0bc2,0.6 km,7 mins
ChIJgULm6dDd4EcRMe-xYM_6848,Subway,food,restaurant,['meal_takeaway'],2.0,3.6,166.0,"111 Bis Rue Jeanne d'Arc, 76000 Rouen, France",49.447897,1.0938406,u0bc2c,u0bc2,1.2 km,16 mins
ChIJ0-bOTNnd4EcRLUASi5ht9XA,Hôtel Dandy,accommodation,lodging,,,3.5,130.0,"93A Rue Cauchoise, 76000 Rouen, France",49.4452614,1.0866417,u0bc29,u0bc2,0.9 km,12 mins
ChIJpUiWXiff4EcR8Ams-QitPZk,KITCHEN FAB - Rouen,shopping,store,"['furniture_store', 'home_goods_store']",,5.0,4.0,"4 Rue de la République, 76000 Rouen, France",49.4377103,1.0965494,u0bc0z,u0bc0,0.3 km,4 mins
ChIJNWILQHje4EcR4o5GQs-xyBg,Rimini,shopping,store,['shoe_store'],,4.7,58.0,"43 Rue Grand Pont, 76000 Rouen, France",49.440157,1.093137,u0bc2b,u0bc2,0.2 km,2 mins
ChIJJxs0hbPd4EcRcC3w3Ug236s,Gabriella Sarl,shopping,store,['clothing_store'],,3.0,1.0,"9 Rue des Guérets, 76130 Mont-Saint-Aignan, France",49.4670329,1.100302,u0bc3j,u0bc3,4.0 km,56 mins
ChIJuVtDxFHn4EcRkVN6-yJX-FI,Top Deco,shopping,store,['home_goods_store'],,4.0,1556.0,"15 Av. Bernard Bicheray, 76000 Rouen, France",49.448455,1.0482653,u0b9rc,u0b9r,4.0 km,50 mins
ChIJE3i0oare4EcRTKAP95hjFoE,Houel Sylvain,shopping,store,['bakery'],,4.5,52.0,"64 Rue Sadi Carnot, 76160 Darnétal, France",49.440821,1.1463309,u0bc60,u0bc6,4.1 km,53 mins
ChIJ8WvlDafe4EcRztgwuec0ngs,Gym's New Form's,sport,gym,['health'],,4.2,20.0,"33 Rte de Darnétal, 76000 Rouen, France",49.439208,1.132169,u0bc3b,u0bc3,3.1 km,38 mins
ChIJGdUsAXje4EcRp3vWBQ4raTs,Maison 123,shopping,store,['clothing_store'],,3.7,36.0,"52 Rue du Gros Horloge, 76000 Rouen, France",49.4412848,1.0922499,u0bc2b,u0bc2,0.3 km,4 mins
ChIJWSqkRH7e4EcRfj4I72uod2I,Subway,food,restaurant,['meal_takeaway'],1.0,2.9,175.0,"36 Rue Armand Carrel, 76000 Rouen, France",49.4378155,1.1008302,u0bc1p,u0bc1,0.6 km,7 mins
ChIJ2V7gInje4EcRduWxgNSykF4,Le 44,food,restaurant,,,4.4,25.0,"44 Rue de la Champmesle, 76000 Rouen, France",49.4400354,1.0923727,u0bc2b,u0bc2,0.3 km,3 mins
ChIJ__6TVn7f4EcRO0oiPNVORbk,Boulangerie Catel,shopping,store,['bakery'],,3.9,138.0,"157 Av. Jean Jaurès, 76140 Le Petit-Quevilly, France",49.4252293,1.057683,u0bc0j,u0bc0,3.5 km,45 mins
ChIJEdCnm37e4EcRxLRUqjBBdxE,American Pub - L'Académie de Billard,night_life,bar,['store'],,4.5,216.0,"13 Quai de Paris, 76000 Rouen, France",49.4367971,1.0993279,u0bc1p,u0bc1,0.6 km,8 mins
ChIJqVtItNnd4EcRr6OIuMMx3fA,Les Brigades du Kitsch,night_life,bar,"['restaurant', 'liquor_store', 'store']",,4.4,304.0,"21 Rue des Bons Enfants, 76000 Rouen, France",49.4441667,1.0902778,u0bc2c,u0bc2,0.8 km,10 mins
ChIJGXd-1dLf4EcRGd0p7YtLnp0,Food Station76,food,restaurant,,,3.8,628.0,"74 Rue Paul Bert, 76800 Saint-Étienne-du-Rouvray, France",49.400912,1.065053,u0bc01,u0bc0,5.0 km,1 hour 5 mins
ChIJqcW0wwne4EcR0tUW4VlgY_Q,River's Pub,night_life,bar,['restaurant'],,3.4,433.0,"107 Quai Jean de Béthencourt, 76100 Rouen, France",49.4410425,1.0728461,u0bc22,u0bc2,2.0 km,25 mins
ChIJr-c7Xtbd4EcRNaonBzTn-u0,JACADI ROUEN GROS HORLOGE,shopping,store,"['furniture_store', 'home_goods_store', 'clothing_store']",,3.5,37.0,"17 Rue du Gros Horloge, 76000 Rouen, France",49.4408476,1.0932541,u0bc2b,u0bc2,0.2 km,3 mins
ChIJ__-bv07e4EcRp-463htPHPs,Velo Gervais,shopping,store,['bicycle_store'],,5.0,1.0,"22 Rue Anatole France, 76300 Sotteville-lès-Rouen, France",49.4071476,1.0861684,u0bc0d,u0bc0,4.4 km,57 mins
ChIJw4uJ303d4EcR5Qc3SDy3NeQ,CRUS,shopping,store,['liquor_store'],,3.7,3.0,"12 Rue Eugène Boudin, 76000 Rouen, France",49.4421889,1.0937076,u0bc2b,u0bc2,0.4 km,5 mins
ChIJacrzWGve4EcRzIg_YgYBhk8,SSI SYSTEMES,shopping,store,['electronics_store'],,5.0,4.0,"129 Rue Meridienne, 76174 Rouen, France",49.4261481,1.0810119,u0bc0t,u0bc0,2.0 km,26 mins
ChIJiyjXgave4EcRM-2VkqYWuOo,Resistes,shopping,store,"['book_store', 'furniture_store', 'home_goods_store']",,4.2,137.0,"10/12 Rue Richard Waddington, 76160 Darnétal, France",49.4362973,1.1447936,u0bc4p,u0bc4,3.9 km,50 mins
ChIJeb66ZXXe4EcRIyG2e_gIUAU,Rhumerie Gibier de Potence,night_life,bar,,,4.5,271.0,"80 Quai du Havre, 76000 Rouen, France",49.4410089,1.0828815,u0bc28,u0bc2,1.1 km,13 mins
ChIJ3xEgcnDe4EcRSAqSTdWI1xQ,Malouet Design,shopping,store,"['home_goods_store', 'furniture_store']",,3.8,12.0,"76 Rue Président Kennedy, 76140 Le Petit-Quevilly, France",49.4318514,1.0573824,u0bc0n,u0bc0,3.8 km,48 mins
ChIJAXTFaDrc4EcRxbo_IFDaOUc,Aux Caprices d'Eloïse,shopping,store,['bakery'],,4.2,67.0,"50 Rue d'Etancourt, 76420 Bihorel, France",49.45471,1.1160615,u0bc36,u0bc3,2.7 km,41 mins
ChIJd5lpg6ze4EcRq8IY2oJ5WVI,Burod'oc,shopping,store,"['furniture_store', 'home_goods_store']",,4.0,37.0,"2 Rue Richard Waddington, 76160 Darnétal, France",49.4355545,1.1466391,u0bc4p,u0bc4,4.0 km,50 mins
ChIJzX2IFX_e4EcRMtcp9EDDtRY,AUBERGE SAINT MACLOU,food,restaurant,,,4.4,363.0,"222 Rue Martainville, 76000 Rouen, France",49.439782,1.099849,u0bc30,u0bc3,0.4 km,5 mins
ChIJGd6Wp7zd4EcRK5liOub7Hxg,Parc du Village,nature,park,,,4.2,95.0,"Unnamed Road 76130, 76130 Mont-Saint-Aignan, France",49.4712716,1.0873176,u0bc2t,u0bc2,4.1 km,1 hour 0 mins
ChIJSQIzukjf4EcRB6eZN_aO1E4,Pho 76,food,restaurant,,,4.5,118.0,"13 Rue de la Champmesle, 76000 Rouen, France",49.439327,1.0914921,u0bc2b,u0bc2,0.3 km,4 mins
ChIJGZgoayrc4EcRKWNIQg5z5EY,Csam,food,restaurant,,,3.9,53.0,"132 Rue Saint-Hilaire, 76000 Rouen, France",49.4423957,1.1071958,u0bc30,u0bc3,1.2 km,15 mins
ChIJG9nMv3rf4EcR2AQCP9_Jh84,Croq Select St Sever Rouen,food,restaurant,,,4.8,33.0,"94 Rue Lafayette, 76100 Rouen, France",49.4319447,1.0880792,u0bc0y,u0bc0,1.1 km,15 mins
ChIJWY_piEPn4EcRLexTkXijE1I,McDonald's,food,restaurant,['meal_takeaway'],,3.2,1250.0,"75 Rue du Canal, 76380 Canteleu, France",49.458696,1.043483,u0b9re,u0b9r,4.9 km,1 hour 2 mins
ChIJJxzuFuDd4EcRLAlcMM05dSo,Manger la Nuit rouen,food,restaurant,"['meal_delivery', 'meal_takeaway']",,3.7,301.0,"42 Quai Gaston Boulet, 76000 Rouen, France",49.4424961,1.0795013,u0bc28,u0bc2,1.4 km,17 mins
ChIJB1E36Tfn4EcRpaAXVXoSLZk,Claude Richard,shopping,store,['bakery'],,4.0,55.0,"10 Pl. Jean Jaurès, 76380 Canteleu, France",49.4512346,1.0353187,u0b9rd,u0b9r,5.4 km,1 hour 15 mins
ChIJUwFWUtXd4EcR76vw1-hr4hc,"Florabel, Fleurs a Rouen",shopping,store,['florist'],,4.7,50.0,"2 Pl. Saint-Vivien, 76000 Rouen, France",49.4416997,1.1027107,u0bc30,u0bc3,0.8 km,10 mins
ChIJqwJ5jBDe4EcRR2VkaRWsBZ4,Le Progrès,night_life,bar,,,4.4,71.0,"150 Av. de Caen, 76100 Rouen, France",49.4286856,1.0701945,u0bc0q,u0bc0,2.5 km,33 mins
ChIJdSRy-3He4EcRCxbB-lBfYNU,Le Souflet,food,restaurant,,,4.6,14.0,"6 Rue de l'Abbé Lemire, 76100 Rouen, France",49.4317235,1.0864295,u0bc0w,u0bc0,1.2 km,16 mins
ChIJP2Eqp6re4EcRdSZLDhxnb58,Frou-Frou,shopping,store,['clothing_store'],,4.9,11.0,"54 Rue Sadi Carnot, 76160 Darnétal, France",49.4408799,1.1467919,u0bc60,u0bc6,4.2 km,53 mins
ChIJTZ5lS9bd4EcRi1ppY25TSKQ,Bambou,food,restaurant,,,4.0,302.0,"39 Rue Grand Pont, 76000 Rouen, France",49.4400111,1.0929803,u0bc2b,u0bc2,0.2 km,2 mins
ChIJ_wx1i9bd4EcR9VytTl2ZsFQ,Claude Nee Bijoutier,shopping,store,['shoe_store'],,3.0,1.0,"76000 Rouen, France",49.4442091,1.0962647,u0bc2c,u0bc2,0.6 km,7 mins
ChIJc1JEo3_e4EcRhkm1qNgi46g,Kenzy,shopping,store,['clothing_store'],,3.5,30.0,"7 Rue de l'Hôpital 5, 76000 Rouen, France",49.4425005,1.0973633,u0bc2b,u0bc2,0.6 km,7 mins
ChIJAZHNFxfe4EcRxbSmbVohVAw,Parc Parmentier,nature,park,,,3.3,3.0,"Rue Parmentier, 76100 Rouen, France",49.4250934,1.0708186,u0bc0m,u0bc0,2.6 km,33 mins
ChIJXydMBHbe4EcRVZIkPqfMItY,Rouen Bike Sarl,shopping,store,['bicycle_store'],,3.2,196.0,"45 Rue Saint-Eloi, 76000 Rouen, France",49.4410134,1.0866405,u0bc28,u0bc2,0.7 km,9 mins
ChIJQXiBFqHg4EcRCrhNTJySNnY,Ibis,accommodation,lodging,,,4.3,3.0,"76140 Le Petit-Quevilly, France",49.4254016,1.0550592,u0bc0j,u0bc0,3.7 km,48 mins
ChIJHX8RptXd4EcRigYhfDQiYS8,Cathédrale Notre-Dame de Rouen,cultural,church,"['tourist_attraction', 'place_of_worship']",,4.7,11758.0,"Pl. de la Cathédrale, 76000 Rouen, France",49.4401736,1.095008,u0bc2b,u0bc2,5 m,1 min
ChIJDcjcpHPe4EcRSETG3LGmIjg,Tissus des Ursules Rouen / Tissuland Rouen,shopping,store,['home_goods_store'],,3.8,201.0,"11 Rue de Malherbe, 76100 Rouen, France",49.4346611,1.0837412,u0bc0x,u0bc0,1.3 km,17 mins
ChIJNzLcT9_d4EcRDpcX8i38zyM,Courtin Boutique,shopping,store,['electronics_store'],,4.5,42.0,"4 Rue aux Ours, 76000 Rouen, France",49.4402318,1.0928206,u0bc2b,u0bc2,0.2 km,2 mins
ChIJ40nnspLd4EcRg1LcQjJ6E5U,Boucherie Colbert Maison Gréaume,shopping,store,['liquor_store'],,4.6,27.0,"22 Pl. Colbert, 76130 Mont-Saint-Aignan, France",49.462313,1.0720909,u0bc2k,u0bc2,3.4 km,50 mins
ChIJ50getn_e4EcRe27kRIYNdP8,Boulangerie Rivière,shopping,store,['bakery'],,4.0,48.0,"116 Rue Martainville, 76000 Rouen, France",49.4393564,1.1012761,u0bc30,u0bc3,0.5 km,6 mins
ChIJVVUh_Dfe4EcROD7-wuVpsUU,Le Gout Authentique,food,restaurant,,,5.0,3.0,"182 Av. du 14 Juillet, 76300 Sotteville-lès-Rouen, France",49.4107452,1.0792521,u0bc0d,u0bc0,3.8 km,49 mins
