place_id,place_name,type_1,type_2,type_3,price_level,average_rating,user_ratings_total,formatted_address,latitude,longitude,geohash,upper_geohash,distance,duration
ChIJmWmPnx7e4EcRAF_A3Rhoslw,Hôtel Armada,accommodation,lodging,,,4.0,11.0,"112 Av. Jean Jaurès, 76140 Le Petit-Quevilly, France",49.4267538,1.0620687,u0bc0j,u0bc0,3.1 km,40 mins
ChIJcczvNa3f4EcRjZ6lY-qx2DU,Les Pâtisseries de Gill,shopping,store,['bakery'],,4.3,34.0,"178 Rue Martainville, 76000 Rouen, France",49.43993,1.0997501,u0bc30,u0bc3,0.4 km,5 mins
ChIJWfmLQnje4EcRDMB1P2dhZJ8,Le Petit Train De Rouen,cultural,tourist_attraction,,,3.7,42.0,"25 Pl. de la Cathédrale, 76000 Rouen, France",49.4407743,1.0941337,u0bc2b,u0bc2,0.2 km,2 mins
ChIJseIX8nPe4EcRGHnYv3iAnDU,O'chicken Rice,food,restaurant,,,3.6,27.0,"38 Bd d'Orléans, 76100 Rouen, France",49.4358858,1.0849371,u0bc0x,u0bc0,1.2 km,15 mins
ChIJ37BEZxHd4EcRwZ0lZRDD1Zo,Sushi Fresh Rouen,food,restaurant,"['meal_delivery', 'meal_takeaway']",,4.6,103.0,"66 Rue de la Vicomte, 76000 Rouen, France",49.4416138,1.0892606,u0bc2b,u0bc2,0.5 km,6 mins
ChIJHe71lx3e4EcR7AmgffinBRw,Parc Paul Gauguin,nature,park,,,3.5,10.0,"All. Paul Gauguin, 76140 Le Petit-Quevilly, France",49.4284173,1.0591881,u0bc0n,u0bc0,3.3 km,43 mins
ChIJsTsNitXd4EcR71rvSUsfTtg,Les Cousines,shopping,store,['bakery'],,4.6,24.0,"16 Pl. du Lieutenant Aubert, 76000 Rouen, France",49.4413938,1.0990855,u0bc30,u0bc3,0.5 km,6 mins
ChIJU1iM2_Xf4EcR4HSCKUK596c,DE LA CAVE AU GRENIER,night_life,bar,"['liquor_store', 'store']",,4.9,23.0,"49 Rue aux Ours, 76000 Rouen, France",49.4406553,1.0911679,u0bc2b,u0bc2,0.3 km,4 mins
ChIJIdELNSvc4EcRHSOrkI_eClc,"La Boulangerie, chambre d'hôtes et B&B",accommodation,lodging,,2.0,4.9,60.0,"59 Rue Saint-Nicaise, 76000 Rouen, France",49.4451163,1.1032711,u0bc31,u0bc3,1.2 km,16 mins
ChIJt5NhDjbc4EcRcm1wFd5xHwc,Maison Du Menuisier 76 - Parqu&Fenêtre - Maison du Menuisier,shopping,store,,,4.3,19.0,"2079 Rte de Neufchâtel, 76230 Bois-Guillaume, France",49.4609107,1.1097211,u0bc3k,u0bc3,2.7 km,41 mins
ChIJGdUsAXje4EcRgdYbOm0xAiE,Darjeeling Rouen,shopping,store,['clothing_store'],,4.1,39.0,"50 Rue du Gros Horloge, 76000 Rouen, France",49.4413026,1.0922986,u0bc2b,u0bc2,0.3 km,4 mins
ChIJr9MBoELn4EcRbA9hwzyOAfg,Bijoux étoile du menhir,shopping,store,['jewelry_store'],,5.0,1.0,"Quai Emile Duchemin, 76000 Rouen, France",49.4442675,1.0582584,u0bc21,u0bc2,2.9 km,36 mins
ChIJpTx1XX_e4EcRZVmPCISPIng,L'Antidote,food,restaurant,,,5.0,1.0,"46 Rue Damiette, 76000 Rouen, France",49.4408017,1.0990569,u0bc30,u0bc3,0.5 km,6 mins
ChIJDWlDYane4EcRP7eo3n0oGRA,Au Fût de Chêne,shopping,store,['liquor_store'],,3.9,87.0,"96 Bis Rue Saint-Pierre, 76160 Darnétal, France",49.437685,1.1417039,u0bc1z,u0bc1,3.8 km,48 mins
ChIJY9MMKajd4EcRDtsW1-KOSgc,Square André Maurois,nature,park,,,4.4,17.0,"Rue Louis Ricard, 76000 Rouen, France",49.4470881,1.1001486,u0bc31,u0bc3,1.1 km,14 mins
ChIJTxzsAO3d4EcRgiQG_B4GJ78,PB Pizza Burger Rouen - Burgerstore,food,restaurant,,,4.5,11.0,"81 Rue Cauchoise, 76000 Rouen, France",49.4450033,1.0869303,u0bc29,u0bc2,0.9 km,11 mins
ChIJXSUILHne4EcRk0chYVBhqjs,Omnia République,entertainment,movie_theater,,,4.4,894.0,"28 Rue de la République, 76000 Rouen, France",49.4384136,1.0970035,u0bc0z,u0bc0,0.2 km,3 mins
ChIJcdbMsxTc4EcRm4dAyI5RE-w,L'arret pizza,food,restaurant,,1.0,3.7,150.0,"Rue du Président John Kennedy ,Angle de la, Rue Victor Boucher, 76420 Bihorel, France",49.4611893,1.130265,u0bc3s,u0bc3,4.0 km,57 mins
ChIJPbUl7nPe4EcReaKwm4Lp7zE,Les Caves,shopping,store,['liquor_store'],,4.5,91.0,"30 Bd d'Orléans, 76100 Rouen, France",49.4358141,1.0851635,u0bc0x,u0bc0,1.2 km,15 mins
ChIJAf7DGfDf4EcRHkJ3xwLWtfc,Marché Aux Affaires Rouen (City Affaires),shopping,store,,,4.3,151.0,"147 Rte de Darnétal, 76000 Rouen, France",49.4406375,1.1241213,u0bc38,u0bc3,2.6 km,33 mins
ChIJ6TW5wYbd4EcRzyOCfEnXDWI,House pizza 2,food,restaurant,,,4.4,47.0,"32 Av. de la Prte des Champs, 76000 Rouen, France",49.4431177,1.1049494,u0bc30,u0bc3,1.0 km,13 mins
ChIJeVSSk63d4EcR0X2SM-N51qc,La Belle Sneaker - Customisation sneakers,shopping,store,['shoe_store'],,5.0,55.0,"12 Bis Av. Pasteur, 76000 Rouen, France",49.4436891,1.0787,u0bc28,u0bc2,1.4 km,18 mins
ChIJT0eo1nje4EcRE2bUP-IckCA,Boulangerie Robergeot,shopping,store,['bakery'],,3.9,50.0,"3 Rue du Général Leclerc, 76000 Rouen, France",49.4391053,1.0966004,u0bc2b,u0bc2,0.2 km,2 mins
ChIJdfea1dDd4EcRaHBRGwpgv8I,Galerie LE 75,cultural,art_gallery,,,5.0,2.0,"75 Rue Bouvreuil, 76000 Rouen, France",49.4467092,1.0947637,u0bc2c,u0bc2,1.0 km,13 mins
ChIJVWQnq5bd4EcRq34dCb4ZUsU,Old Wild West,food,restaurant,,,3.4,640.0,"76 Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4453484,1.0644534,u0bc21,u0bc2,2.5 km,32 mins
ChIJExDyotnd4EcRbLdQhTCf5sc,ADS Sécurité,shopping,store,['electronics_store'],,5.0,16.0,"42 Rue Jean Lecanuet, 76000 Rouen, France",49.445272,1.089889,u0bc2c,u0bc2,0.9 km,12 mins
ChIJ3fRLGFaeDEERRFrRIxyQTH4,La Pasta Tinto,food,restaurant,,2.0,4.6,1244.0,"4 Rue Alsace Lorraine, 76000 Rouen, France",49.4385847,1.1000933,u0bc30,u0bc3,0.4 km,5 mins
ChIJI9kHEXje4EcRTs6TrF37cBI,La Chaise Longue Rouen,shopping,store,"['home_goods_store', 'department_store', 'furniture_store']",,4.1,86.0,"35 Rue de la Champmesle, 76000 Rouen, France",49.4407358,1.0927033,u0bc2b,u0bc2,0.2 km,2 mins
ChIJW1TJkgHd4EcR1My4raYP7lQ,Chapelle du Carmel,cultural,museum,,,4.4,8.0,"303 Rue Robert Pinchon, 76230 Bois-Guillaume, France",49.4551608,1.1038179,u0bc35,u0bc3,2.3 km,35 mins
ChIJL3o7sNfd4EcRejBzC5jSWww,Hôtel Astrid,accommodation,lodging,,,2.9,277.0,"11 Pl. Bernard Tissot, 76000 Rouen, France",49.4483024,1.0938223,u0bc2c,u0bc2,1.2 km,16 mins
ChIJxdyLsdjd4EcRw1qOUkbaPyg,La Marmotte,food,restaurant,,,4.3,452.0,"25 Rue du Vieux Palais, 76000 Rouen, France",49.4422948,1.0865791,u0bc28,u0bc2,0.8 km,9 mins
ChIJM7D-SRPe4EcRknxCTrlivBA,Square Robert Antoine Pinchon,nature,park,,,3.6,19.0,"Rue Etienne Delarue, 76100 Rouen, France",49.4275767,1.0797663,u0bc0w,u0bc0,1.9 km,25 mins
ChIJ08P1nXje4EcR_CYRCZETYuQ,La Rose des Vents,food,restaurant,['store'],1.0,4.6,69.0,"33 Pl. de la Basse Vieille Tour, 76000 Rouen, France",49.437915,1.094342,u0bc0z,u0bc0,0.2 km,3 mins
ChIJDUzMghrd4EcR5LMBeJUIDGw,L'Empreinte des Coquets,food,restaurant,,,4.6,92.0,"1 Pl. des Coquets, 76130 Mont-Saint-Aignan, France",49.462555,1.0805185,u0bc2s,u0bc2,3.1 km,45 mins
ChIJ5-gusvnb4EcRbGK4teXusIo,Boulangerie Lefebvre,shopping,store,['bakery'],,4.0,388.0,"3 Rue de Préaux, 76160 Darnétal, France",49.4493277,1.1512314,u0bc61,u0bc6,5.0 km,1 hour 4 mins
ChIJQXCqQfzd4EcRhObU7MeQspM,Mango,shopping,store,['clothing_store'],,3.6,126.0,"Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4466003,1.0657906,u0bc23,u0bc2,2.6 km,33 mins
ChIJk-n6EUjn4EcRKg-dfL2tnac,Bostel François,accommodation,lodging,,,5.0,1.0,"200 Rue du 8 Mai 1945 124, 76380 Canteleu, France",49.4508619,1.03828,u0b9rd,u0b9r,5.1 km,1 hour 12 mins
ChIJbWeYTMjd4EcRryDNdvnKRSQ,The Novick's Stadium Rouen,night_life,bar,,,4.3,1462.0,"Hangar B Espace Des, Tour du Marégraphe, 76000 Rouen, France",49.4418692,1.0781132,u0bc28,u0bc2,1.4 km,18 mins
ChIJ19wxg9Ld4EcRXJQIZ_KqR2Y,Les Dragons vous ramènent,night_life,bar,,,4.3,36.0,"2 Rue Edmond Flamand, 76100 Rouen, France",49.434671,1.1004241,u0bc1p,u0bc1,1.0 km,12 mins
ChIJ9UN5i9jd4EcRtmyIjMrRMMo,Hautot Chocolatier Pâtissier,food,restaurant,"['bakery', 'store']",,3.8,37.0,"33 Pl. de la Pucelle, 76000 Rouen, France",49.4424703,1.0885524,u0bc2b,u0bc2,0.6 km,7 mins
ChIJz1FNLCzc4EcRRvQ51SXbY0o,Le cunff Matthieu. Tapissier Decorateur,shopping,store,"['furniture_store', 'home_goods_store']",,5.0,2.0,"12 Rue de Bellevue, 76000 Rouen, France",49.4486338,1.1081633,u0bc31,u0bc3,1.7 km,23 mins
ChIJTxh_UX_e4EcR695fBG1Xqu4,Actimag,shopping,store,['electronics_store'],,4.2,122.0,"49 Bis Rue de la République, 76000 Rouen, France",49.440942,1.0976372,u0bc2b,u0bc2,0.3 km,4 mins
ChIJq6rWT9Td4EcRjFq79YWGc7U,O'Paradis,food,restaurant,,,3.7,174.0,"6 Rue Louis Ricard, 76000 Rouen, France",49.4444264,1.0995916,u0bc31,u0bc3,0.8 km,10 mins
ChIJC5ojnQDc4EcR68kj4RaAR58,Aux Blés d'Or,shopping,store,['bakery'],,3.8,86.0,"Rue Louis Pasteur, 76160 Darnétal, France",49.4412593,1.1474947,u0bc60,u0bc6,4.3 km,55 mins
ChIJu9Urw1rn4EcRHU66pr0rgN8,Aux portes de Rouen,accommodation,lodging,,,4.6,15.0,"53 Rue Gaston Boulet, 76380 Canteleu, France",49.4540078,1.0488589,u0b9rf,u0b9r,4.0 km,51 mins
ChIJKX4m09fd4EcR3-hx6YjiOKc,Jacqueline RIU,shopping,store,['clothing_store'],,3.9,15.0,"41/42 Rue des Carmes, 76000 Rouen, France",49.4417512,1.0946746,u0bc2b,u0bc2,0.3 km,4 mins
ChIJw54RN8Xd4EcRPeKsJ2dAsgI,Animalis Rouen,shopping,store,['pet_store'],,3.9,12.0,"Centre commercial Espace du Palais, 8 All. Eugène Delacroix, 76000 Rouen, France",49.4427202,1.0933836,u0bc2b,u0bc2,0.6 km,7 mins
ChIJjwUOQvXh4EcRk7meSVY6dio,Crêperie La Rozell,food,restaurant,,,4.5,121.0,"31 ALLEE DES ARCADES, 76120 Le Grand-Quevilly, France",49.4076772,1.0524233,u0b9pf,u0b9p,5.2 km,1 hour 8 mins
ChIJ93WmINnd4EcR886m2RAs-eg,Le Rêve de l'Escalier,shopping,store,['book_store'],,4.8,83.0,"14 Rue Cauchoise, 76000 Rouen, France",49.4438889,1.0880556,u0bc2b,u0bc2,0.7 km,9 mins
ChIJ57pDWtjd4EcRg4qqLJHDjsg,Le Guillaume restaurant brasserie pizzeria,food,restaurant,['meal_delivery'],,4.0,229.0,"22 Rue Guillaume le Conquérant, 76000 Rouen, France",49.4433351,1.0897272,u0bc2b,u0bc2,0.7 km,8 mins
ChIJKR2Lt3je4EcRrnj6S3CVVoU,Norane,shopping,store,['jewelry_store'],,5.0,1.0,"20 Rue Saint-Romain, 76000 Rouen, France",49.4402312,1.0966713,u0bc2b,u0bc2,0.3 km,4 mins
ChIJoTSh83Le4EcRg94WPFs3sf4,Le Bistro de l'Amiral,food,cafe,['restaurant'],,4.3,79.0,"30 Rue de l'Amiral Cecille, 76100 Rouen, France",49.4328701,1.0826321,u0bc0w,u0bc0,1.5 km,20 mins
ChIJg0jhD9jd4EcRaTlssQ71EpY,BELLA PIZZA,food,restaurant,,,4.6,193.0,"8 Rue du Tambour, 76000 Rouen, France",49.4421099,1.0911109,u0bc2b,u0bc2,0.5 km,6 mins
ChIJtxr3KBTc4EcRB8fSMZ4Xtw0,Le Rallye,food,restaurant,,,4.3,30.0,"155 Rue Albert Dupuis, 76000 Rouen, France",49.4566592,1.1290908,u0bc3e,u0bc3,3.6 km,53 mins
ChIJr5i7XHje4EcRYDz2_4iP_Pw,Hôtel Cardinal,accommodation,lodging,,,4.4,29.0,"1 Pl. de la Cathédrale, 76000 Rouen, France",49.4399019,1.0937639,u0bc2b,u0bc2,0.1 km,1 min
ChIJwx245NLd4EcRql3B-zjJgi4,Maison de Retraite Sacré Coeur d'Ernemont,cultural,church,['place_of_worship'],,5.0,1.0,"7 Rue d'Ernemont, 76000 Rouen, France",49.4489264,1.1007436,u0bc31,u0bc3,1.2 km,17 mins
ChIJGxorA9bd4EcRX16C_SHsD4Y,BestHomeRouen,accommodation,lodging,,,1.0,1.0,"Haute-Normandie, 9 Rue Saint-Amand, 76000 Rouen, France",49.4415861,1.0967192,u0bc2b,u0bc2,0.4 km,5 mins
ChIJ43kDnHXe4EcR2OKc1hsKtlU,Le Carre Vert,night_life,bar,['restaurant'],,3.7,7.0,"67 Quai du Havre, 76000 Rouen, France",49.4406292,1.0837613,u0bc28,u0bc2,1.0 km,12 mins
ChIJP7bkmsnf4EcRrwt5tWFUmzU,Chantegrill,food,restaurant,,,3.8,498.0,"40 Av. des Canadiens, 76120 Le Grand-Quevilly, France",49.4006674,1.0638375,u0bc01,u0bc0,5.1 km,1 hour 6 mins
ChIJXTjLp97d4EcR_hTn6UoHDIw,COCCINELLE EXPRESS,shopping,store,['convenience_store'],,4.3,18.0,"9 Rue Saint-Gervais, 76000 Rouen, France",49.4464943,1.0856303,u0bc29,u0bc2,1.1 km,15 mins
ChIJ_0vIEfzd4EcRX-5Tevkdj74,Alice Délice,shopping,store,"['furniture_store', 'home_goods_store']",,4.2,217.0,"Centre Commercial Docks, 76 Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4459973,1.0650634,u0bc21,u0bc2,2.6 km,32 mins
ChIJV-55BG7e4EcRRNjmXItYXs8,Eurodif Rouen Saint-Sever,shopping,store,['home_goods_store'],,3.0,3.0,"160 Rue Saint-Sever, 76100 Rouen, France",49.4310309,1.0861718,u0bc0w,u0bc0,1.3 km,16 mins
ChIJIZlwwGjd4EcRcsJMTYSscA0,La p'tite Pause,food,cafe,"['restaurant', 'bakery', 'store']",,3.0,22.0,"13 Rue Verte, 76000 Rouen, France",49.4457267,1.0925808,u0bc2c,u0bc2,0.9 km,11 mins
ChIJt6XWdjrc4EcRihfNeDAeq3U,Banette,shopping,store,['bakery'],,3.9,27.0,"10 Rue de la République, 76420 Bihorel, France",49.4546676,1.1150353,u0bc36,u0bc3,2.6 km,39 mins
ChIJ-3N6WUTc4EcRUi_GrBpMQj0,Martellucci Bruno,food,restaurant,,,4.8,8.0,"3121 Rte de Neufchâtel, 76230 Bois-Guillaume, France",49.4688372,1.1187485,u0bc3m,u0bc3,3.8 km,54 mins
ChIJxxmN1uPd4EcRf9DrOGZiUlg,Mauboussin Galeries Lafayette Rouen,shopping,store,"['jewelry_store', 'clothing_store']",,4.0,12.0,"25 Rue Grand Pont, 76000 Rouen, France",49.4394439,1.0919576,u0bc2b,u0bc2,0.3 km,3 mins
ChIJI5AraLLd4EcRxG6tSjSI65Q,Brasserie du Drugstore,night_life,bar,"['restaurant', 'meal_takeaway']",,4.4,88.0,"44 Rue de l'Hôpital, 76000 Rouen, France",49.4430726,1.0957451,u0bc2b,u0bc2,0.4 km,6 mins
ChIJl8-_CnDd4EcREuL2z7fS8EE,Entre deux chaises,shopping,store,"['furniture_store', 'home_goods_store']",,5.0,1.0,"69 Rue Verte, 76000 Rouen, France",49.4521939,1.0931323,u0bc2f,u0bc2,1.7 km,23 mins
ChIJlyS-p27e4EcRKSgPm6QaBCs,Calzedonia,shopping,store,['clothing_store'],,4.2,24.0,"CC ST SEVER, Rue Henri Gadeau de Kerville, 76100 Rouen, France",49.4308356,1.0846159,u0bc0w,u0bc0,1.4 km,17 mins
ChIJn2-F43Pe4EcRIRLQsAAln7Y,CROC'PIZZA,food,restaurant,"['meal_delivery', 'meal_takeaway']",,3.8,97.0,"8 Bd d'Orléans, 76100 Rouen, France",49.4356035,1.0857061,u0bc0x,u0bc0,1.1 km,15 mins
ChIJcY40fgXc4EcRT0nQyaz9fqU,Cartouche Encre Biz,shopping,store,['electronics_store'],,3.6,16.0,"9 Rue Georges Braque, 76000 Rouen, France",49.4510072,1.1401676,u0bc3f,u0bc3,4.7 km,1 hour 5 mins
ChIJKxdwG93f4EcRhsR3_JX2bLk,La Marque exotique,food,restaurant,['meal_takeaway'],,4.9,13.0,"12 Rue Galilée, 76000 Rouen, France",49.4551651,1.1389911,u0bc3g,u0bc3,5.1 km,1 hour 10 mins
ChIJ4cXvlXXf4EcRvw8DtRRMXBw,French & Fried,food,restaurant,,,4.4,59.0,"71 Av. des Canadiens, 76300 Sotteville-lès-Rouen, France",49.411316,1.0723159,u0bc07,u0bc0,3.7 km,48 mins
ChIJZfSDI0Pd4EcRIEqnYj2dNP4,L'Église-Brasserie,night_life,bar,,,4.9,46.0,"12 Rue Saint-Nicaise, 76000 Rouen, France",49.4441258,1.1037176,u0bc31,u0bc3,1.1 km,14 mins
ChIJsTOUTvnd4EcR1GBMB6W-4mA,La Maison Blanche,shopping,store,['liquor_store'],,1.0,1.0,"76000 Rouen, France",49.4471759,1.0631753,u0bc21,u0bc2,2.8 km,35 mins
ChIJ2fhtrxnf4EcRQhTLhV45ZyU,Le Jardin des Saveurs,nature,park,,,5.0,1.0,"Rue des Murs Saint-Yon, 76100 Rouen, France",49.4285489,1.077883,u0bc0w,u0bc0,2.1 km,27 mins
ChIJR3c2ahze4EcRhdQY66dHnpY,Parc Raoul Dufy,nature,park,,,3.5,2.0,"Rue Raoul Dufy, 76140 Le Petit-Quevilly, France",49.4280025,1.0621803,u0bc0n,u0bc0,3.1 km,40 mins
ChIJ0_e_stfd4EcRgp3WRtX0fig,LE BAR'OUF,night_life,bar,,2.0,3.9,442.0,"11 Bis Rue Fontenelle, 76000 Rouen, France",49.4415161,1.0845839,u0bc28,u0bc2,0.9 km,11 mins
ChIJsemqpJTf4EcR7quXoBwqop0,Immeuble des Provinces perdues,cultural,tourist_attraction,,,3.0,1.0,"carrefour entre la Rue Alsace Lorraine et la, Rue Malpalu, 76000 Rouen, France",49.4392235,1.0973135,u0bc2b,u0bc2,0.2 km,3 mins
ChIJs4yWwNjd4EcRlsBH14q2bcI,Euro Café,night_life,night_club,"['bar', 'cafe', 'restaurant', 'store']",,3.9,497.0,"41 Pl. du Vieux Marché, 76000 Rouen, France",49.4428153,1.0873977,u0bc28,u0bc2,0.7 km,8 mins
ChIJ7_X-OXje4EcRnCbkK20f2BI,Printemps Rouen,shopping,store,"['department_store', 'jewelry_store', 'clothing_store']",,3.9,1841.0,"4-14 Rue du Gros Horloge, 76000 Rouen, France",49.4408436,1.0938026,u0bc2b,u0bc2,0.2 km,2 mins
ChIJN2MQkuDd4EcRaAi-ejYuXIA,Auto Moto Ecole,shopping,store,['electronics_store'],,5.0,1.0,"76000 Rouen, France",49.4448011,1.0796986,u0bc29,u0bc2,1.4 km,18 mins
ChIJq6pGh9jd4EcRnCPjxmhjOA8,Prélude café,food,cafe,['store'],,4.7,368.0,"2 Pl. de la Pucelle, 76000 Rouen, France",49.4417417,1.089074,u0bc2b,u0bc2,0.5 km,7 mins
ChIJBQJ2uXHe4EcRfn9QHBcg6oQ,La Grignoterie,food,restaurant,"['bakery', 'store']",,3.9,94.0,"Rue Henri Gadeau de Kerville, 76100 Rouen, France",49.430343,1.084012,u0bc0w,u0bc0,1.4 km,18 mins
ChIJAaprKhPf4EcRJizpvUD9IKM,Lauryl's,food,restaurant,,,4.9,59.0,"25 Rue des Bonnetiers, 76000 Rouen, France",49.4396209,1.0961303,u0bc2b,u0bc2,0.1 km,1 min
ChIJDdw4iNXd4EcRyXPX1vffTGM,Le robec,shopping,store,['book_store'],,4.9,38.0,"247 Rue Eau de Robec, 76000 Rouen, France",49.4414586,1.0993817,u0bc30,u0bc3,0.5 km,7 mins
ChIJfV-WpObd4EcR94r9B0WDIrM,Vital Romet pianos,shopping,store,"['electronics_store', 'home_goods_store']",,4.7,15.0,"4 Rue François Lamy, 76000 Rouen, France",49.4476422,1.0760956,u0bc23,u0bc2,1.9 km,24 mins
ChIJ353ygdfd4EcRCnprYtDmpHE,SUN Sushi,food,restaurant,,2.0,4.5,196.0,"100 Rue Ganterie, 76000 Rouen, France",49.443964,1.092322,u0bc2b,u0bc2,0.7 km,9 mins
ChIJP0bds5ff4EcRKf6nz1RLAkM,Séoul,food,restaurant,,,4.4,215.0,"52 Rue d'Amiens, 76000 Rouen, France",49.441296,1.099504,u0bc30,u0bc3,0.5 km,6 mins
ChIJ4-qwhpPd4EcRLtjnNL8Z8yM,Centre Sportif des Coquets,sport,gym,['health'],,4.1,84.0,"Rue du Dr Fleury, 76130 Mont-Saint-Aignan, France",49.4649887,1.0755373,u0bc2k,u0bc2,3.5 km,51 mins
ChIJV1ptvnLe4EcR7Ynpf2cYe4M,l'exotika,sport,spa,['health'],,3.8,21.0,"4 Rue du Four, 76100 Rouen, France",49.432457,1.081567,u0bc0w,u0bc0,1.6 km,21 mins
ChIJfTcGaSrc4EcRVZUpAeTUvR8,O PATES,food,restaurant,,,5.0,2.0,"144 Rue Saint-Hilaire, 76000 Rouen, France",49.4424197,1.1067268,u0bc30,u0bc3,1.1 km,14 mins
ChIJPZu9udbd4EcRDOtVac1Y7_A,Le-Dix-Huit,accommodation,lodging,,,5.0,5.0,"18 Rue du Cordier, 76000 Rouen, France",49.4458545,1.0964815,u0bc2c,u0bc2,0.8 km,11 mins
ChIJx6Z3aSrc4EcRRHHDoYpwDnk,PIZZA GOURMET®,food,restaurant,"['meal_delivery', 'meal_takeaway']",,4.2,66.0,"144 Rue Saint-Hilaire, 76000 Rouen, France",49.4424222,1.1068117,u0bc30,u0bc3,1.1 km,14 mins
ChIJg3ouBXre4EcRW9BcPfpXmEI,Prairie Saint Sever,nature,park,,,4.2,331.0,"Quai Saint-Sever, 76100 Rouen, France",49.4358979,1.0921325,u0bc0z,u0bc0,0.7 km,9 mins
ChIJcYXQS4ng4EcRn4OOjEgLcvY,Ying et Yang,food,restaurant,,,4.0,2.0,"Av. Franklin Roosevelt, 76120 Le Grand-Quevilly, France",49.406057,1.0414991,u0b9pd,u0b9p,5.9 km,1 hour 16 mins
ChIJm7qQItnd4EcR45Zru9Ua31I,La Bekaa,food,restaurant,,1.0,4.6,299.0,"60 Rue de Fontenelle, 76000 Rouen, France",49.4445165,1.0877271,u0bc2c,u0bc2,0.8 km,11 mins
ChIJr4CysGDc4EcRHUkUYaRb0qw,Enfin Chez Gaëlle,food,restaurant,,,4.3,130.0,"4244 Rte de Neufchâtel, 76230 Bois-Guillaume, France",49.4771337,1.127767,u0bc3x,u0bc3,4.9 km,1 hour 9 mins
ChIJeWzoOVbh4EcRylkK-us_Xgg,Steak n' shake,food,restaurant,,,3.9,327.0,"11 Rue Paul Vaillant Couturier, 76120 Le Grand-Quevilly, France",49.4197761,1.0441357,u0b9pu,u0b9p,4.9 km,1 hour 4 mins
ChIJlY6lnHje4EcRSyKevb1VqNo,Appart Rouen Centre,accommodation,lodging,,,4.3,3.0,"74 Rue des Bons Enfants, 76000 Rouen, France",49.4446679,1.0889166,u0bc2c,u0bc2,0.9 km,11 mins
ChIJDcgNFtLd4EcRabyfz_5FZZM,Café Marie Blachère,food,cafe,,,2.2,16.0,"Pl. Bernard Tissot, 76000 Rouen, France",49.4484296,1.0933994,u0bc2c,u0bc2,1.2 km,17 mins
ChIJL0q3MeHd4EcRMweaepS7Fx4,Le Comptoir Seigneurie Gauthier,shopping,store,['home_goods_store'],,4.4,66.0,"ZA des deux Rivières, Rte de Lyons la Forêt, 76000 Rouen, France",49.4362586,1.1282698,u0bc1x,u0bc1,2.7 km,33 mins
ChIJwetjavzd4EcRdFZQVIy5H1I,Esprit,shopping,store,['clothing_store'],,4.1,110.0,"Centre Commercial Docks, 76 Bd Ferdinand de Lesseps, 76000 Rouen, France",49.4455963,1.0657059,u0bc23,u0bc2,2.4 km,30 mins
ChIJB3F2pHne4EcRsTV_WUxOCiY,La Pêcherie,food,restaurant,,2.0,4.6,533.0,"29 Pl. de la Basse Vieille Tour, 76000 Rouen, France",49.43787,1.0944428,u0bc0z,u0bc0,0.3 km,3 mins
ChIJi6aNSuHd4EcRdaIEap3eV3E,Club 140,night_life,night_club,,,5.0,1.0,"52 Rue de Constantine, 76000 Rouen, France",49.4465464,1.0766017,u0bc23,u0bc2,1.7 km,22 mins
ChIJdV47cUTn4EcRcnLr966xNU0,E.Leclerc Espace Culturel,shopping,store,"['book_store', 'electronics_store', 'home_goods_store']",,3.8,49.0,"40 Rue du Canal, 76380 Canteleu, France",49.4574889,1.044712,u0b9rg,u0b9r,4.7 km,1 hour 0 mins
ChIJg0990tjd4EcRBLxHt_H-rIE,L'Antre Du Malt - Cave à bières,shopping,store,"['electronics_store', 'home_goods_store', 'liquor_store']",,4.9,267.0,"48 Rue de Fontenelle, 76000 Rouen, France",49.4434342,1.0865122,u0bc28,u0bc2,0.8 km,10 mins
ChIJ6R7PhNfd4EcR-0sJ4_82ZQA,Okxo La Suite,shopping,store,"['furniture_store', 'home_goods_store']",,4.8,4.0,"25 Rue de la Poterne, 76000 Rouen, France",49.4435782,1.0926687,u0bc2b,u0bc2,0.6 km,8 mins
ChIJ6bXsVW3h4EcRYJYf3zJuogM,Marie Blachère Boulangerie Sandwicherie Tarterie,food,restaurant,"['bakery', 'meal_takeaway', 'store']",,3.7,105.0,"Rue Paul Vaillant Couturier, 76120 Le Grand-Quevilly, France",49.420519,1.0461584,u0b9pu,u0b9p,4.6 km,1 hour 1 min
ChIJuzMW_t7d4EcRAia5rtjOP94,Allo la Guepe,shopping,store,['home_goods_store'],,4.8,101.0,"6 Rue Stanislas Girardin, 76000 Rouen, France",49.4455902,1.0849321,u0bc29,u0bc2,1.1 km,15 mins
ChIJpeMq1UHe4EcRI8WOgGvZQlo,Normel,shopping,store,['electronics_store'],,4.8,6.0,"15 Rue Georges Cuvier, 76100 Rouen, France",49.4202809,1.0819959,u0bc0s,u0bc0,2.7 km,35 mins
ChIJCW9zR3ne4EcRybP6c1KXIco,SUSHI ROUEN,food,restaurant,,2.0,4.0,913.0,"2 Pl. de la République, 76000 Rouen, France",49.4373128,1.0967439,u0bc0z,u0bc0,0.4 km,5 mins
